website,category_1,confidence_1,category_2,confidence_2,error,status
liverpoolfc.com,Sports & Recreation,0.9729704857,News/Media,0.1401499361,FALSE,200
kaleido.ai,Computers & Technology,0.8796352148,Computers & Technology,0.3385816216,FALSE,200
vault.google.com,Email and Messaging,0.3240202665,Email and Messaging,0.2910697162,FALSE,200
betzapdoson.com,,,,,TRUE,410
katecary.co.uk,Arts & Entertainment,0.5767989159,Arts & Entertainment,0.1263216734,FALSE,200
chatgpt.org,Computers & Technology,0.7947518229,Community Sites,0.6068120599,FALSE,200
oddle.me,Restaurants & Dining,0.8304309249,Computers & Technology,0.5638914108,FALSE,200
justonecookbook.com,Restaurants & Dining,0.9158974886,Arts & Entertainment,0.2034994811,FALSE,200
tasteofhome.com,Restaurants & Dining,0.7705809474,Arts & Entertainment,0.2717970908,FALSE,200
mixkit.co,Arts & Entertainment,0.9135956168,Computers & Technology,0.3519538343,FALSE,200
olympics.com,Sports & Recreation,0.983920753,News/Media,0.6677639484,FALSE,200
eshop.com.sg,,,,,TRUE,411
getadblock.com,Computers & Technology,0.8389489651,Computers & Technology,0.5974348187,FALSE,200
oackoubs.com,,,,,TRUE,410
youthopia.sg,Arts & Entertainment,0.36142084,Sports & Recreation,0.2365632653,FALSE,200
billigerscheiss.de,Adult,0.9610503912,,,FALSE,200
growdice.net,Gambling,0.5908202529,Gaming,0.5192811489,FALSE,200
singaporelegaladvice.com,Government & Legal,0.8379634023,Education/Reference,0.3738387823,FALSE,200
princesspolly.com.au,Shopping,0.8506261706,Arts & Entertainment,0.6338024735,FALSE,200
webs.com,Business,0.6071575284,Web-based Applications,0.3563394845,FALSE,200
game.com,Financial Services,0.741827786,Computers & Technology,0.1473979056,FALSE,200
makeuseof.com,,,,,FALSE,200
uuks.org,Computers & Technology,0.9948647022,,,FALSE,200
webengage.co,,,,,TRUE,410
sji.edu.sg,Education/Reference,0.949488461,Religion & Spirituality,0.2296857089,FALSE,200
idleon.wiki,Gaming,0.9176501632,Gaming,0.8725464344,FALSE,200
artclass.site,Gaming,0.1728143096,Gaming,0.1557153612,FALSE,200
tribalfusion.com,Arts & Entertainment,0.3314174712,Advertising/Marketing,0.2079318315,FALSE,200
thinkyouknowsports.com,Arts & Entertainment,0.7793426514,Sports & Recreation,0.637827456,FALSE,200
iwara.tv,Arts & Entertainment,0.6845917702,Arts & Entertainment,0.416636616,FALSE,200
novelcool.com,,,,,TRUE,411
brawlstars.com,Gaming,0.408443749,Computers & Technology,0.353672415,FALSE,200
corppass.gov.sg,Computers & Technology,0.2710754871,Computers & Technology,0.1701479852,FALSE,200
adminbreeze.com,,,,,TRUE,411
charstar.ai,Arts & Entertainment,0.3763242662,Community Sites,0.226050511,FALSE,200
betterhealth.vic.gov.au,Health & Medicine,0.8877356052,Health & Medicine,0.404219836,FALSE,200
fridaynightfunkin.net,Arts & Entertainment,0.1258642823,Freeware/Software,0.1206451803,FALSE,200
perchance.org,Computers & Technology,0.1924165934,Community Sites,0.1043884009,FALSE,200
chordseasy.com,Arts & Entertainment,0.958940208,Arts & Entertainment,0.3801167309,FALSE,200
podefr.net,,,,,TRUE,411
mangakatana.com,Arts & Entertainment,0.9916702509,Arts & Entertainment,0.1009753346,FALSE,200
clipdrop.co,Computers & Technology,1,Computers & Technology,0.2353465557,FALSE,200
taptop.games,Gaming,0.9379732609,Gaming,0.8445081711,FALSE,200
kickscrew.com,Shopping,1,,,FALSE,200
songtell.com,Arts & Entertainment,0.9846830368,Arts & Entertainment,0.171221599,FALSE,200
fbox.to,,,,,TRUE,411
rollingstone.com,Arts & Entertainment,0.4971986115,Arts & Entertainment,0.4087521136,FALSE,200
zeekaihu.net,,,,,TRUE,410
alliedpiso.cfd,,,,,TRUE,410
chegg.com,Education/Reference,0.6152126193,Education/Reference,0.3127881587,FALSE,200
overjoyed.xyz,Arts & Entertainment,0.7332488298,Arts & Entertainment,0.513011694,FALSE,200
busrouter.sg,Automotive & Transportation,0.9240074158,Automotive & Transportation,0.6396410465,FALSE,200
wordle-unlimited.io,Gaming,0.909026444,Gaming,0.3856097162,FALSE,200
9gag.com,Arts & Entertainment,0.871139884,Arts & Entertainment,0.4440862536,FALSE,200
cloudflareapps.com,Web-based Applications,0.3184435964,Computers & Technology,0.1955737323,FALSE,200
yes-pdf.com,Computers & Technology,0.8996943831,,,FALSE,200
fireboyand-watergirl.co,Gaming,0.9159952998,Gaming,0.8047038317,FALSE,200
expdirclk.com,,,,,TRUE,410
pin.it,Social Networking,0.2091712058,Social Networking,0.1961289942,FALSE,200
provkylikes.uno,,,,,TRUE,410
onlinevideoconverter.pro,Computers & Technology,1,Computers & Technology,0.8254928589,FALSE,200
flipclock.us,Education/Reference,0.7744284272,Computers & Technology,0.1932225376,FALSE,200
ttsh.com.sg,Health & Medicine,0.8706118464,,,FALSE,200
jotform.com,Education/Reference,0.8341929913,Computers & Technology,0.686435163,FALSE,200
befunky.com,Computers & Technology,1,Computers & Technology,0.6509642005,FALSE,200
allanime.to,Arts & Entertainment,0.9964231849,Computers & Technology,0.3644223213,FALSE,200
pizzahut.com.sg,Restaurants & Dining,0.9856689572,Restaurants & Dining,0.4503466487,FALSE,200
stackoverflow.com,Business,0.4584702849,Computers & Technology,0.2922326922,FALSE,200
wiley.com,Business,0.6085096002,Education/Reference,0.1609587669,FALSE,200
stepaper.com,,,,,TRUE,410
s3.com,Computers & Technology,0.9337317348,Computers & Technology,0.1046637744,FALSE,200
poetry.sg,Arts & Entertainment,0.9941064119,,,FALSE,200
pmo.gov.sg,Government & Legal,0.5549983382,News/Media,0.4010589123,FALSE,200
socratic.org,Computers & Technology,0.5373474956,Education/Reference,0.514529407,FALSE,200
transum.org,Science,0.834376812,Education/Reference,0.5903342962,FALSE,200
ibiquge.net,Computers & Technology,0.9981222749,,,FALSE,200
mnd.gov.sg,Government & Legal,0.9309697151,Arts & Entertainment,0.2608629167,FALSE,200
m1.com.sg,Financial Services,0.8593589067,Computers & Technology,0.4155831933,FALSE,200
cedexis-test.com,Computers & Technology,0.4366258085,Computers & Technology,0.238524422,FALSE,200
libgen.is,Education/Reference,0.3034877479,Arts & Entertainment,0.1835387796,FALSE,200
liveuamap.com,Education/Reference,0.7790245414,Violence,0.7128737569,FALSE,200
piclick.kr,Advertising/Marketing,0.3443196714,Computers & Technology,0.330896318,FALSE,200
achcdn.com,,,,,TRUE,410
nijisanji.jp,Arts & Entertainment,0.6958857179,Arts & Entertainment,0.4645881653,FALSE,200
vidy.com,Financial Services,0.8354011774,Social Networking,0.2194420993,FALSE,200
3rdworldfarmer.org,Computers & Technology,1,Gaming,0.4164978266,FALSE,200
xml.com,Computers & Technology,0.5407862067,Web-based Applications,0.3105487227,FALSE,200
visitor-analytics.io,Web-based Applications,0.9903387427,Computers & Technology,0.147925511,FALSE,200
pickerwheel.com,Computers & Technology,0.1795725226,,,FALSE,200
jp-u.net,,,,,TRUE,410
mwstats.info,Gaming,0.7713997364,Gaming,0.6382675171,FALSE,200
reach.gov.sg,Sports & Recreation,0.5464803576,Government & Legal,0.3097813725,FALSE,200
asia.com,,,,,TRUE,410
trends.google.com,Search Engines & Platforms,0.249708876,Web-based Applications,0.1778746843,FALSE,200
dokidokicos.com,Shopping,0.8364469409,Arts & Entertainment,0.5318550467,FALSE,200
languagecouncils.sg,Government & Legal,0.5418065786,Education/Reference,0.2324099541,FALSE,200
passwordreset.com,Computers & Technology,0.8565945625,Computers & Technology,0.6956908703,FALSE,200
force.com,Computers & Technology,0.8595014811,Computers & Technology,0.7366767526,FALSE,200
fraud.ink,,,,,TRUE,410
zerogpt.com,Computers & Technology,0.3126428127,Computers & Technology,0.3063091934,FALSE,200
yishuntownsec.edu.sg,,,,,TRUE,410
pubmine.com,Blogs/Personal Sites,0.6219502687,Search Engines & Platforms,0.5731937289,FALSE,200
ummn.nu,Government & Legal,0.1821126789,,,FALSE,200
1bestlink.net,,,,,TRUE,411
loc.gov,Arts & Entertainment,0.2718691528,Government & Legal,0.216570437,FALSE,200
1688.com,Education/Reference,0.2231197357,,,FALSE,200
violationphysics.click,Science,0.5314629078,,,FALSE,200
gitlab.io,Computers & Technology,0.4738612771,Computers & Technology,0.445278883,FALSE,200
honeykidsasia.com,Automotive & Transportation,0.6788276434,Automotive & Transportation,0.6125215292,FALSE,200
rankdle.com,Computers & Technology,0.389428556,Arts & Entertainment,0.2707476914,0,200
toongod.org,Arts & Entertainment,0.8195574284,Computers & Technology,0.254170388,FALSE,200
studylib.net,Education/Reference,0.9454963207,Education/Reference,0.2684132457,FALSE,200
truyenfull.vn,Computers & Technology,0.8831827044,,,FALSE,200
gambledude.com,Gaming,0.8694619536,Gaming,0.4614849687,FALSE,200
poavezawsurvey.top,,,,,TRUE,411
timwoelfle.de,Science,0.8003365397,Health & Medicine,0.5419893265,FALSE,200
pewresearch.org,News/Media,0.8676466942,Science,0.3041640818,FALSE,200
hexrpg.com,Arts & Entertainment,0.7551655173,Gaming,0.6220357418,FALSE,200
redd.it,Community Sites,0.1757327616,,,FALSE,200
gcfglobal.org,Education/Reference,0.5902779102,Education/Reference,0.2884212732,FALSE,200
mem.rip,Computers & Technology,0.6166426539,Computers & Technology,0.3121454716,0,200
unesco.org,Government & Legal,0.6109258533,Arts & Entertainment,0.3010402918,FALSE,200
mangachill.me,Arts & Entertainment,0.9917318225,Computers & Technology,0.1213175505,FALSE,200
obi-abholservice.de,Shopping,0.1464854926,,,FALSE,200
slope-game.io,Gaming,0.9000977278,Gaming,0.8806993365,FALSE,200
chessable.com,Gaming,0.9833225012,Gaming,0.7007610798,FALSE,200
puma.com,Shopping,0.7232832313,Shopping,0.2883190215,FALSE,200
trivago.sg,Automotive & Transportation,0.6663325429,Shopping,0.3200096488,FALSE,200
mathlobby.com,Education/Reference,0.7185208201,Science,0.5116901994,FALSE,200
bab.la,Education/Reference,0.6860519648,Education/Reference,0.583283782,FALSE,200
kaptcha.com,,,,,TRUE,410
chinese.com,Automotive & Transportation,0.1556566507,Restaurants & Dining,0.1477821618,FALSE,200
company-target.com,,,,,TRUE,410
toutiao.com,News/Media,0.4028839767,,,FALSE,200
cf-vanguard.com,Gaming,0.899492085,Arts & Entertainment,0.6581068635,FALSE,200
guest.swn.edu.sg,,,,,TRUE,410
vt.com,,,,,TRUE,410
interwiki.com,,,,,TRUE,410
showbie.com,Education/Reference,0.8952422142,Computers & Technology,0.514975071,FALSE,200
gamee.com,Financial Services,0.826405406,Gaming,0.4069278836,FALSE,200
appurse.com,Computers & Technology,0.6395659447,Freeware/Software,0.19467251,FALSE,200
argaileorselle.digital,,,,,TRUE,410
icdst.org,Science,0.6546915174,Computers & Technology,0.1355125755,FALSE,200
vidplay.site,,,,,TRUE,411
singhealth.com.sg,Health & Medicine,0.6132499576,Health & Medicine,0.4568475783,FALSE,200
alchemer.com,Computers & Technology,0.2094037384,Advertising/Marketing,0.14315781,FALSE,200
hdslb.com,,,,,TRUE,410
thewordfinder.com,Gaming,0.7917037606,Arts & Entertainment,0.5193766952,FALSE,200
mirror.co.uk,News/Media,0.4535189569,,,FALSE,200
router.com,Computers & Technology,0.1501059383,,,FALSE,200
kazw.net,Gaming,0.7092527747,Gaming,0.221213758,FALSE,200
smule.com,Arts & Entertainment,0.9247165918,Arts & Entertainment,0.3343196213,FALSE,200
chatango.com,Community Sites,0.4511032701,Computers & Technology,0.1532740295,FALSE,200
buzzstations.com,,,,,TRUE,410
winnerseducation.com,Science,0.8464859724,Education/Reference,0.8276949525,FALSE,200
manta.net,Arts & Entertainment,0.7342364192,Arts & Entertainment,0.631100595,FALSE,200
knoxt.space,Computers & Technology,0.73578161,Education/Reference,0.3785577416,FALSE,200
lyricstranslate.com,Arts & Entertainment,0.9207749963,Education/Reference,0.4825309515,FALSE,200
bleachmanga.biz,Arts & Entertainment,0.9976257682,Computers & Technology,0.5092042089,FALSE,200
webtoon.com,Arts & Entertainment,0.8375961781,Arts & Entertainment,0.430349052,FALSE,200
gamma.app,News/Media,0.1888449192,,,FALSE,200
fashionchingu.com,Arts & Entertainment,0.913120091,Arts & Entertainment,0.3665822148,FALSE,200
mendaki.org.sg,Financial Services,0.4915836453,Financial Services,0.2057795674,FALSE,200
makeblock.com,Shopping,0.8598821759,Computers & Technology,0.6042427421,FALSE,200
atlassian.com,Computers & Technology,1,,,FALSE,200
wallpapers.com,Community Sites,0.8935257196,Computers & Technology,0.1571803838,FALSE,200
penzu.com,Blogs/Personal Sites,0.5242789984,Computers & Technology,0.3722476959,FALSE,200
akasha.cv,Gaming,0.3244060278,Gaming,0.3153962493,FALSE,200
thecomicseries.com,Arts & Entertainment,0.7752689123,Community Sites,0.2214401811,FALSE,200
investopedia.com,Financial Services,0.3408969343,News/Media,0.2811238766,FALSE,200
cpx-research.com,Advertising/Marketing,0.4949738085,Business,0.4840636551,FALSE,200
mediafire.com,File Sharing/P2P,0.9843912125,Web-based Applications,0.3161013424,FALSE,200
moovitapp.com,Automotive & Transportation,0.5607798696,Automotive & Transportation,0.4150140882,FALSE,200
tunnelrun.io,Gaming,0.9214942455,Gaming,0.8303970695,FALSE,200
physicsandmathstutor.com,Education/Reference,0.8223169446,Education/Reference,0.5650565028,FALSE,200
hinative.com,Education/Reference,0.9027066231,Education/Reference,0.2538847625,FALSE,200
catwelfare.org,Pets & Animals,0.9443370104,Pets & Animals,0.8513547778,FALSE,200
9animehq.to,,,,,TRUE,411
clideo.com,Computers & Technology,1,Computers & Technology,0.7808875442,FALSE,200
glassdoor.sg,Computers & Technology,0.1102608964,,,FALSE,200
legendsoflearning.com,Gaming,0.7966297269,Education/Reference,0.3885396123,FALSE,200
startpage.com,Search Engines & Platforms,0.879805088,,,FALSE,200
aestheticsymbols.me,Social Networking,0.1975213885,Social Networking,0.1363916099,FALSE,200
tamgrt.com,,,,,TRUE,410
foodnetwork.com,Restaurants & Dining,0.4408976138,Arts & Entertainment,0.363820225,FALSE,200
7vuoh5i80tys.top,Web-based Applications,0.1086535007,,,FALSE,200
jdsports.com.sg,Shopping,0.3212974966,Shopping,0.3077256382,FALSE,200
writetheworld.org,Arts & Entertainment,0.8793931007,Religion & Spirituality,0.1954162568,FALSE,200
mgtv.com,,,,,TRUE,410
widevision.com.sg,Shopping,0.3821361959,Arts & Entertainment,0.1871978939,FALSE,200
upcurlsreid.website,,,,,TRUE,411
linguee.com,Education/Reference,0.9657148123,Education/Reference,0.7530127764,FALSE,200
bushiroad.com,Gaming,0.3818573356,Computers & Technology,0.1338215172,FALSE,200
aax-fe.com,,,,,TRUE,410
paimon.moe,Gaming,0.7289483547,Gaming,0.6435140371,FALSE,200
infotoask.com,Search Engines & Platforms,0.183317259,Education/Reference,0.1694111377,FALSE,200
pkmn.help,Arts & Entertainment,0.514036417,Gaming,0.4603964686,FALSE,200
flixhd.cc,Arts & Entertainment,0.8968541622,Arts & Entertainment,0.313477993,FALSE,200
astonmartin.com,Automotive & Transportation,0.4255152643,Automotive & Transportation,0.2163019031,FALSE,200
mediaology.com,News/Media,0.2851552963,News/Media,0.1174264699,FALSE,200
fonts.google.com,Computers & Technology,0.9575383067,,,FALSE,200
ixlmathwork.co,Gaming,0.8929319382,Gaming,0.7649483681,FALSE,200
myperfectresume.com,Job Search/Careers,0.9987267852,Job Search/Careers,0.7401119471,FALSE,200
popcat.click,Pets & Animals,0.805834353,Arts & Entertainment,0.3788243532,FALSE,200
myshakespeare.com,Arts & Entertainment,0.7699491978,Arts & Entertainment,0.2219573259,FALSE,200
leetcode.com,Computers & Technology,0.8476426601,Computers & Technology,0.7719452381,FALSE,200
toromclick.com,,,,,TRUE,410
aspoutcanroy.top,,,,,TRUE,410
hololivepro.com,Arts & Entertainment,0.3387064338,Arts & Entertainment,0.2031820118,FALSE,200
peekaph.one,Gaming,0.703125298,Gaming,0.5154730082,FALSE,200
ww3.com,,,,,TRUE,410
dramasq.cc,Arts & Entertainment,0.7957877517,Arts & Entertainment,0.5902643204,FALSE,200
hlj.com,Shopping,0.6484345198,Arts & Entertainment,0.2050281316,FALSE,200
mangakio.me,Arts & Entertainment,0.9558234811,,,FALSE,200
vibby.com,,,,,TRUE,411
converse.sg,Shopping,0.9764512777,Shopping,0.2126075327,FALSE,200
colorcodedlyrics.com,Arts & Entertainment,0.9920075536,Arts & Entertainment,0.7774091363,FALSE,200
wefut.com,Sports & Recreation,0.8272094727,Sports & Recreation,0.7770828009,FALSE,200
watch-free.tv,Arts & Entertainment,0.869407773,Arts & Entertainment,0.4093484282,FALSE,200
tesla.com,Automotive & Transportation,0.8942764401,Automotive & Transportation,0.3500263095,FALSE,200
9animes.org,Arts & Entertainment,0.9756274819,Arts & Entertainment,0.5792838335,FALSE,200
space.com,Automotive & Transportation,0.7464746237,Science,0.7323281765,FALSE,200
factory.com,Business,0.2186340839,,,FALSE,200
zombie100.top,,,,,TRUE,411
hanako-kun.net,Arts & Entertainment,0.9895403981,Computers & Technology,0.2919601202,FALSE,200
flasharch.com,Arts & Entertainment,0.7411260605,Gaming,0.1571931988,FALSE,200
adgstudios.co.za,Web-based Applications,0.2628441751,Advertising/Marketing,0.1529636681,FALSE,200
betweendigital.com,Email and Messaging,0.149748385,Social Networking,0.1356526613,FALSE,200
images-opensocial.com,,,,,TRUE,410
gsmarena.com,Computers & Technology,0.703127265,Shopping,0.5957735777,FALSE,200
swimcloud.com,Sports & Recreation,0.8411730528,Sports & Recreation,0.5610436797,FALSE,200
www3.net,,,,,TRUE,410
search4sports.com,News/Media,0.299674809,Sports & Recreation,0.1527415812,FALSE,200
instructables.com,Education/Reference,0.81251055,Arts & Entertainment,0.5576158762,FALSE,200
collider.com,Arts & Entertainment,0.8172792196,Arts & Entertainment,0.1463625878,FALSE,200
sgchinesebooks.com,Arts & Entertainment,0.253125906,Shopping,0.2507220209,FALSE,200
psychologytoday.com,Science,0.8748813272,Health & Medicine,0.6106486917,FALSE,200
resentfulelsewherethoroughfare.com,Search Engines & Platforms,0.1386194825,,,FALSE,200
scuffeduno.online,Gaming,0.7849437594,Gaming,0.7648172379,FALSE,200
bidgear.com,Advertising/Marketing,0.435228318,Advertising/Marketing,0.2784530818,FALSE,200
ox.ac.uk,Education/Reference,0.971917212,,,FALSE,200
osu.edu,Education/Reference,0.9627795815,,,FALSE,200
emulatorgames.net,Gaming,0.9165123105,,,FALSE,200
dzmanga.com,Arts & Entertainment,0.7180863619,Computers & Technology,0.6114096045,FALSE,200
zee5.com,Arts & Entertainment,1,Arts & Entertainment,0.3684075773,FALSE,200
mural.co,Computers & Technology,1,Business,0.1318698525,FALSE,200
writersatwork.com.sg,Arts & Entertainment,0.8478935957,Education/Reference,0.5416901708,FALSE,200
hationtanco.com,,,,,TRUE,411
devensesfolvault.com,,,,,TRUE,410
citethisforme.com,Arts & Entertainment,0.8824039102,Computers & Technology,0.466190964,FALSE,200
codingbat.com,Computers & Technology,0.4656315148,Computers & Technology,0.2798068523,FALSE,200
